danceability,energy,key,mode,speechiness,instrumentalness,liveness,tempo,loudness,acousticness,valence,duration_ms,Is_Popular,track_genre
0.252,0.998,3,1,0.242,0.652,0.302,147.067,-3.31,9.58e-05,0.0651,211533,0,grindcore
0.487,0.958,7,1,0.107,9.74e-05,0.0784,170.075,-3.467,0.000552,0.678,182413,0,power-pop
0.516,0.957,4,1,0.0569,1.53e-05,0.0616,164.405,-5.613,0.0268,0.953,182306,0,power-pop
0.615,0.987,1,1,0.102,0.872,0.374,145.026,-3.682,0.00112,0.324,318813,0,breakbeat
0.466,0.849,2,1,0.0347,0.00295,0.0601,110.029,-2.329,0.00716,0.834,207293,0,power-pop
0.406,0.926,8,1,0.12,0.597,0.239,124.432,-10.141,9.37e-06,0.222,77106,0,grindcore
0.406,0.567,5,1,0.036,0.0178,0.24,116.474,-7.24,0.605,0.767,152106,0,honky-tonk
0.513,0.37,8,1,0.032,0.0124,0.0991,131.072,-17.108,0.0131,0.509,305000,0,goth
0.543,0.959,11,0,0.0486,0.464,0.606,125.047,-8.665,0.00119,0.42,348826,0,breakbeat
0.454,0.573,0,1,0.0589,9.38e-06,0.192,75.761,-12.116,0.0651,0.491,209933,0,power-pop
0.447,0.899,0,1,0.0555,0.000213,0.0845,136.073,-5.961,7.78e-05,0.142,210370,0,industrial
0.492,0.921,7,1,0.0468,0.000273,0.189,148.923,-3.325,0.000885,0.705,226693,0,goth
0.44,0.715,7,1,0.0681,0.373,0.241,125.164,-12.353,0.000756,0.303,195320,0,grindcore
0.497,0.939,1,1,0.0635,0.967,0.3,120.04,-5.595,2.04e-06,0.327,320600,0,black-metal
0.563,0.691,10,1,0.0418,1.27e-05,0.124,110.515,-7.895,0.121,0.306,248613,0,bluegrass
0.135,0.988,9,0,0.163,0.163,0.125,94.429,-4.885,1.68e-06,0.202,150520,0,black-metal
0.433,0.235,5,1,0.0679,9.44e-05,0.382,145.245,-14.07,0.784,0.452,52813,0,comedy
0.585,0.678,2,1,0.0283,0.0017,0.0993,101.475,-7.2,0.632,0.827,202853,0,bluegrass
0.784,0.536,6,1,0.0575,1.46e-06,0.112,82.272,-7.29,0.0865,0.824,235773,0,dub
0.442,0.444,0,1,0.0312,0.0,0.18,139.809,-10.159,0.329,0.856,137760,0,honky-tonk
0.702,0.916,11,0,0.044,0.0978,0.0343,123.011,-6.732,0.0407,0.85,183720,0,techno
0.563,0.997,4,0,0.108,4.28e-06,0.363,138.09,-2.706,0.00011,0.0857,160813,0,industrial
0.492,0.898,0,0,0.0513,0.668,0.116,114.948,-5.662,0.000831,0.22,387306,0,black-metal
0.234,0.89,1,1,0.0753,0.921,0.265,102.435,-7.577,2.22e-06,0.134,239560,0,grindcore
0.572,0.738,7,1,0.0348,0.0274,0.0555,161.949,-6.738,0.0281,0.215,278679,0,trip-hop
0.321,0.0554,10,1,0.0382,0.000164,0.0883,110.835,-18.243,0.934,0.116,124453,0,new-age
0.499,0.875,2,1,0.0398,0.122,0.0869,142.49,-7.179,1.25e-05,0.467,168240,0,grunge
0.728,0.271,0,1,0.0313,0.0,0.623,126.463,-10.226,0.698,0.631,184640,0,honky-tonk
0.703,0.342,7,1,0.0329,5.06e-05,0.158,96.61,-11.986,0.89,0.584,218320,0,bluegrass
0.402,0.331,2,1,0.0345,0.0,0.0773,131.884,-9.699,0.564,0.0794,216386,0,opera
0.246,0.978,1,1,0.0993,0.896,0.203,121.34,-3.77,1.24e-06,0.141,140346,0,grindcore
0.778,0.601,7,1,0.0353,1.03e-05,0.0602,132.021,-11.803,0.627,0.831,174056,0,honky-tonk
0.256,0.358,3,1,0.0325,0.0013,0.115,139.671,-6.281,0.838,0.126,284920,0,opera
0.493,0.974,4,1,0.125,6.95e-06,0.225,102.517,-4.066,3.9e-05,0.318,151173,0,metalcore
0.665,0.855,2,0,0.0287,0.00308,0.261,107.494,-6.069,0.0331,0.899,221306,0,rockabilly
0.266,0.995,1,1,0.16,0.825,0.156,94.052,-4.392,6.83e-06,0.127,191066,0,grindcore
0.326,0.263,3,1,0.0375,2.3e-06,0.221,111.109,-9.668,0.599,0.229,294933,0,club
0.462,0.744,11,0,0.0424,0.0854,0.287,134.063,-8.118,7.97e-05,0.0621,411605,0,black-metal
0.28,0.95,11,1,0.0625,0.298,0.294,106.627,-5.124,4.36e-05,0.352,306680,0,black-metal
0.532,0.965,6,1,0.0874,0.893,0.232,107.974,-4.376,0.025,0.142,260986,0,industrial
0.506,0.106,6,1,0.0376,0.0,0.177,91.198,-14.075,0.939,0.508,65293,0,honky-tonk
0.256,0.987,9,1,0.0853,7.67e-05,0.0442,98.983,-5.725,0.000389,0.166,348026,0,black-metal
0.665,0.564,7,1,0.073,0.0,0.0766,108.807,-6.145,0.391,0.623,219440,0,show-tunes
0.394,0.776,7,1,0.0377,0.776,0.108,160.105,-8.61,8.43e-05,0.215,262880,0,black-metal
0.618,0.922,11,0,0.0461,0.0022,0.0838,108.042,-4.344,0.00348,0.599,220733,0,honky-tonk
0.419,0.694,11,0,0.369,0.879,0.169,123.351,-11.148,0.00969,0.154,62426,0,grindcore
0.647,0.732,6,0,0.0281,0.0573,0.129,95.949,-8.449,0.00137,0.813,257893,0,trip-hop
0.36,0.989,11,1,0.127,0.942,0.389,102.794,-11.76,0.00391,0.213,55306,0,grindcore
0.44,0.994,6,0,0.0736,0.0518,0.0744,102.982,-2.938,6.97e-06,0.611,136760,0,power-pop
0.609,0.918,9,1,0.0461,8.43e-05,0.0198,135.03,-9.976,0.249,0.371,241733,0,power-pop
0.319,0.993,8,1,0.136,0.151,0.405,117.598,-4.993,1.47e-06,0.259,157426,0,grindcore
0.553,0.351,9,1,0.0337,0.0601,0.102,95.547,-11.441,0.751,0.219,130664,0,honky-tonk
0.643,0.724,4,0,0.0428,0.0,0.333,143.892,-12.899,0.41,0.654,229133,0,industrial
0.449,0.259,9,1,0.0259,0.0,0.206,90.201,-9.172,0.804,0.506,154120,0,honky-tonk
0.643,0.991,8,1,0.0664,0.0,0.055,131.983,-2.218,0.000996,0.578,256106,0,industrial
0.656,0.762,8,1,0.0335,0.339,0.169,106.154,-5.144,0.00138,0.811,177733,0,rockabilly
0.228,0.88,2,1,0.052,0.0,0.516,138.854,-3.844,0.000447,0.197,244080,0,goth
0.418,0.831,11,0,0.14,0.953,0.358,114.97,-11.414,0.00305,0.144,118173,0,grindcore
0.671,0.692,5,0,0.0376,0.331,0.101,114.545,-8.948,0.189,0.538,256333,0,trip-hop
0.471,0.895,7,0,0.0462,0.624,0.092,94.983,-3.538,0.00127,0.407,270253,0,goth
0.178,0.973,7,1,0.128,0.000328,0.145,191.817,-7.233,5.67e-05,0.137,164906,0,black-metal
0.552,0.838,0,1,0.0412,0.000141,0.158,144.365,-4.549,0.711,0.868,183880,0,bluegrass
0.4,0.984,3,1,0.123,0.901,0.324,109.974,-3.939,1.98e-06,0.0724,257013,0,black-metal
0.413,0.769,11,0,0.0415,2.95e-05,0.26,171.941,-5.66,0.0012,0.439,179080,0,power-pop
0.136,0.934,2,1,0.0954,0.76,0.232,99.989,-6.208,1.32e-06,0.127,215069,0,death-metal
0.565,0.722,0,1,0.035,0.00688,0.228,128.435,-8.29,0.107,0.662,155813,0,club
0.677,0.683,0,1,0.0304,2.05e-06,0.175,95.004,-4.981,0.00994,0.0776,298533,0,industrial
0.433,0.972,7,1,0.104,0.908,0.568,135.002,-2.534,5.72e-05,0.0911,319026,0,death-metal
0.311,0.42,7,1,0.0293,0.0237,0.198,129.104,-10.615,0.00138,0.308,298051,0,industrial
0.474,0.994,5,1,0.124,0.000608,0.498,107.014,-4.666,0.00325,0.0383,287333,0,black-metal
0.414,0.994,11,0,0.243,0.214,0.262,199.994,-2.634,1.24e-05,0.192,278120,0,death-metal
0.189,0.905,2,1,0.0693,0.931,0.106,97.164,-7.304,3.54e-05,0.186,148800,0,black-metal
0.552,0.937,9,0,0.0488,0.00268,0.102,134.98,-6.738,0.0232,0.347,292973,0,industrial
0.336,0.594,7,1,0.0276,0.555,0.143,79.605,-9.085,0.0911,0.461,279453,0,goth
0.257,0.879,10,0,0.161,0.0692,0.7,125.09,-13.491,0.000258,0.119,194306,0,grindcore
0.355,0.94,10,1,0.0781,0.818,0.214,164.235,-7.446,1.83e-06,0.126,222520,0,black-metal
0.299,0.855,9,1,0.152,0.891,0.31,94.53,-6.346,9.57e-06,0.396,199366,0,grindcore
0.567,0.83,2,1,0.0322,0.47,0.276,120.003,-4.733,3.83e-05,0.465,301293,0,black-metal
0.584,0.928,6,1,0.24,8.24e-06,0.306,91.69,-5.555,0.00199,0.947,105226,0,industrial
0.52,0.146,3,1,0.0315,0.00397,0.129,155.023,-18.425,0.918,0.497,247666,0,bluegrass
0.226,0.827,8,0,0.0521,0.103,0.106,108.142,-8.358,2.76e-05,0.284,527080,0,black-metal
0.402,0.357,2,1,0.0277,0.0,0.204,82.609,-12.192,0.874,0.885,82773,0,honky-tonk
0.474,0.825,10,1,0.0295,0.00108,0.163,171.53,-5.75,0.00527,0.85,260093,0,trip-hop
0.22,0.872,8,1,0.0461,0.000186,0.0541,177.017,-5.388,0.00048,0.414,222706,0,power-pop
0.521,0.755,9,0,0.0332,0.00028,0.154,120.089,-8.451,0.0119,0.33,313026,0,goth
0.15,0.771,10,1,0.0474,0.00024,0.491,80.663,-10.871,0.00056,0.333,295760,0,death-metal
0.259,0.995,2,1,0.139,0.775,0.137,109.392,-5.096,3.83e-06,0.0397,138013,0,grindcore
0.583,0.193,0,1,0.0344,3.16e-06,0.332,111.422,-18.591,0.534,0.445,174106,0,power-pop
0.451,0.754,9,1,0.0541,0.000163,0.0498,132.976,-6.201,0.0951,0.263,145226,0,black-metal
0.27,0.834,6,1,0.0999,0.0733,0.362,140.788,-5.433,0.0226,0.429,312480,0,grindcore
0.452,0.951,9,1,0.0479,0.119,0.579,135.05,-5.437,2.62e-06,0.341,248813,0,black-metal
0.575,0.983,1,1,0.125,0.00125,0.0842,112.032,-2.091,2.04e-05,0.203,200320,0,industrial
0.233,0.949,6,0,0.0701,0.632,0.0732,158.046,-7.402,9.83e-06,0.535,291306,0,death-metal
0.323,0.901,7,1,0.107,0.221,0.134,161.605,-8.54,0.0545,0.345,121640,0,power-pop
0.177,0.89,2,1,0.0519,0.952,0.186,106.17,-8.5,1.3e-06,0.482,133893,0,grindcore
0.375,0.972,4,0,0.0836,0.755,0.0616,94.94,-7.085,1.47e-06,0.341,274800,0,black-metal
0.314,0.935,10,0,0.161,0.0,0.407,133.657,-4.153,0.00341,0.294,213973,0,death-metal
0.181,0.978,6,0,0.0837,0.895,0.0388,154.029,-6.552,4.73e-05,0.196,272106,0,grindcore
0.455,0.894,9,0,0.0517,0.0,0.2,135.031,-3.223,6.33e-05,0.663,166000,0,heavy-metal
0.241,0.948,11,1,0.114,0.614,0.0994,139.939,-6.984,0.000386,0.0908,294746,0,black-metal
0.24,0.979,2,1,0.0812,0.566,0.334,135.018,-6.965,2.1e-06,0.0861,316869,0,black-metal
0.287,0.933,2,1,0.0376,2.57e-06,0.33,137.344,-6.786,0.00922,0.853,110053,0,power-pop
0.586,0.631,5,1,0.0265,0.192,0.0795,139.99,-9.646,0.0146,0.492,467186,0,industrial
0.634,0.473,8,1,0.0425,0.0,0.32,92.043,-15.33,0.575,0.915,134093,0,honky-tonk
0.564,0.538,2,1,0.0257,0.544,0.37,173.998,-10.984,0.105,0.964,139480,0,honky-tonk
0.116,0.994,8,1,0.167,0.0255,0.416,163.551,-4.908,6e-06,0.0383,312240,0,black-metal
0.33,0.99,2,0,0.0779,0.0055,0.136,119.014,-2.484,1.6e-06,0.0712,252400,0,grindcore
0.289,0.734,11,0,0.0588,0.00112,0.0598,174.51,-11.385,2.36e-05,0.651,275466,0,black-metal
0.218,0.657,10,0,0.0345,0.215,0.467,129.811,-9.335,0.000121,0.0655,253240,0,grindcore
0.243,0.971,4,1,0.0819,0.00163,0.208,156.336,-3.046,0.000537,0.609,190306,0,goth
0.576,0.828,7,1,0.0361,0.0,0.145,148.359,-4.792,0.564,0.972,171013,0,bluegrass
0.664,0.326,10,1,0.0271,3.21e-06,0.103,93.855,-12.98,0.738,0.555,182440,0,honky-tonk
0.337,0.931,2,1,0.0539,0.0729,0.156,78.161,-5.84,0.0648,0.547,459093,0,industrial
0.357,0.8,4,0,0.0359,8.55e-06,0.4,138.014,-8.231,0.00376,0.782,160200,0,goth
0.596,0.803,8,0,0.351,0.0,0.0937,128.643,-2.808,0.145,0.478,156917,0,j-dance
0.534,0.425,4,1,0.0287,0.0,0.133,144.003,-11.759,0.786,0.842,142866,0,honky-tonk
0.388,0.735,1,1,0.044,0.0886,0.105,141.56,-12.123,0.0495,0.144,130666,0,power-pop
0.467,0.99,5,0,0.196,0.955,0.269,107.894,-4.133,3.74e-06,0.141,119373,0,grindcore
0.597,0.588,7,1,0.0344,1.12e-05,0.159,103.37,-13.894,0.746,0.966,134600,0,honky-tonk
0.607,0.634,11,0,0.0367,0.000209,0.115,128.342,-7.799,0.106,0.302,199560,0,trip-hop
0.211,0.933,4,0,0.155,0.182,0.178,109.808,-6.934,1.6e-05,0.134,244786,0,death-metal
0.203,0.974,9,0,0.302,0.875,0.104,90.119,-7.629,0.00119,0.0371,398666,0,black-metal
0.648,0.84,11,0,0.24,0.0,0.399,96.903,-5.693,0.0948,0.579,133693,0,j-dance
0.367,0.941,2,1,0.0487,4.57e-06,0.452,187.089,-3.379,0.00253,0.73,197186,0,power-pop
0.477,0.718,11,0,0.0269,0.193,0.336,104.038,-5.736,0.00216,0.136,305240,0,goth
0.197,0.856,6,0,0.124,0.333,0.537,103.475,-8.666,0.00421,0.261,304640,0,groove
0.86,0.57,4,1,0.0381,0.109,0.0288,121.177,-8.492,0.17,0.961,182266,0,trip-hop
0.316,0.79,7,1,0.0774,0.000421,0.599,98.683,-10.978,0.0968,0.349,321946,0,industrial
0.581,0.929,10,0,0.0994,0.0,0.0393,132.102,-3.325,0.00334,0.618,262773,0,industrial
0.793,0.394,4,0,0.0582,0.0,0.21,131.974,-7.252,0.117,0.419,253746,0,j-dance
0.259,0.98,6,1,0.19,0.0861,0.314,135.652,-5.588,0.0478,0.175,264760,0,grindcore
0.373,0.646,5,1,0.0692,0.0,0.268,64.941,-4.054,0.0671,0.353,211840,0,kids
0.753,0.866,7,1,0.286,0.000114,0.327,171.901,-7.314,0.0517,0.598,146000,0,trip-hop
0.667,0.948,0,0,0.0357,0.00436,0.07,99.988,-4.333,0.03,0.403,295413,0,industrial
0.228,0.961,2,1,0.0833,0.284,0.419,95.96,-7.502,1.99e-06,0.259,208533,0,grindcore
0.379,0.889,0,1,0.513,0.0,0.632,179.235,-7.553,0.00168,0.222,138093,0,grindcore
0.185,0.994,0,0,0.146,0.748,0.284,115.575,-3.6,6.36e-06,0.0318,105520,0,grindcore
0.499,0.971,10,1,0.0441,2.51e-05,0.195,139.971,-4.024,0.0145,0.756,138640,0,power-pop
0.705,0.631,2,1,0.0427,0.000178,0.0698,157.295,-13.718,0.119,0.972,185960,0,power-pop
0.839,0.808,8,1,0.373,0.443,0.155,123.995,-7.199,0.165,0.476,501360,0,trip-hop
0.203,0.229,2,1,0.0389,0.941,0.146,103.216,-14.883,0.431,0.0326,39600,0,black-metal
0.356,0.981,1,1,0.0602,0.923,0.316,114.094,-13.364,3.62e-06,0.0469,115105,0,grindcore
0.314,0.933,4,0,0.0873,0.51,0.234,149.535,-7.368,1.82e-05,0.583,248693,0,grindcore
0.54,0.803,8,1,0.256,0.0,0.129,169.845,-4.09,0.0715,0.805,221413,0,j-dance
0.573,0.908,0,1,0.03,0.086,0.15,117.107,-4.369,0.0458,0.664,270706,0,synth-pop
0.622,0.92,10,1,0.0815,2.37e-05,0.36,112.109,-4.745,0.0117,0.49,122160,0,death-metal
0.661,0.938,6,0,0.066,0.19,0.327,130.717,-4.615,0.00539,0.392,299573,0,industrial
0.309,0.979,5,1,0.141,0.0565,0.555,89.721,-5.298,8.14e-05,0.161,207973,0,grindcore
0.324,0.0655,10,0,0.11,0.0,0.964,180.082,-17.031,0.874,0.471,164666,0,bluegrass
0.489,0.864,9,0,0.0462,0.177,0.0876,135.074,-4.68,1.08e-05,0.655,220986,0,heavy-metal
0.163,0.898,1,0,0.0428,0.00378,0.0832,90.979,-5.181,8.75e-06,0.286,282506,0,black-metal
0.563,0.906,6,1,0.108,8.21e-06,0.0204,131.88,-3.407,0.000186,0.449,221960,0,industrial
0.112,0.997,1,1,0.0989,0.195,0.359,153.9,-3.124,4.5e-06,0.0606,278026,0,death-metal
0.223,0.932,1,0,0.127,0.922,0.371,120.915,-7.498,2e-06,0.124,287733,0,grindcore
0.541,0.333,3,1,0.0256,0.0,0.209,78.91,-11.414,0.546,0.332,199933,0,honky-tonk
0.272,0.967,6,0,0.161,0.874,0.292,149.285,-8.06,5.62e-06,0.445,261693,0,grindcore
0.268,0.98,4,1,0.0746,0.907,0.184,159.586,-4.805,1.16e-06,0.14,301209,0,black-metal
0.535,0.981,2,1,0.103,0.0425,0.604,120.015,-3.85,0.00106,0.256,224400,0,black-metal
0.188,0.28,10,0,0.033,0.00019,0.0971,85.193,-9.127,0.919,0.0929,287000,0,opera
0.651,0.622,2,1,0.0322,0.0527,0.251,136.239,-14.889,0.00935,0.96,207772,0,power-pop
0.312,0.978,0,1,0.191,0.0247,0.298,99.681,-4.563,0.000175,0.0632,121666,0,grindcore
0.429,0.28,8,1,0.0319,0.000524,0.115,119.856,-12.147,0.706,0.164,253066,0,opera
0.746,0.722,0,0,0.0545,0.0,0.641,138.153,-5.389,0.031,0.889,201746,0,afrobeat
0.252,0.981,6,1,0.0979,0.0104,0.111,96.371,-4.723,3.57e-06,0.274,320333,0,grindcore
0.505,0.525,2,1,0.0341,0.0458,0.0877,138.831,-11.293,0.0428,0.192,253360,0,bluegrass
0.489,0.967,2,1,0.0811,0.000191,0.374,139.992,-3.652,8.32e-05,0.16,287986,0,death-metal
0.616,0.525,0,1,0.025,0.0125,0.115,155.954,-7.411,0.173,0.402,265293,0,trip-hop
0.661,0.881,9,1,0.0461,8e-05,0.271,79.345,-4.433,0.223,0.96,138933,0,rockabilly
0.279,0.9,11,0,0.0588,0.583,0.321,107.69,-7.133,0.0,0.189,272684,0,death-metal
0.483,0.955,7,1,0.0404,0.0101,0.192,197.957,-4.271,0.00287,0.129,179653,0,industrial
0.211,0.964,7,1,0.189,0.827,0.103,107.083,-4.961,3.68e-05,0.0377,111000,0,grindcore
0.25,0.929,9,0,0.0595,0.0461,0.114,141.743,-5.527,0.000288,0.427,198000,0,power-pop
0.457,0.933,4,0,0.0348,0.0202,0.155,134.04,-2.423,0.00203,0.417,278560,0,heavy-metal
0.366,0.983,10,0,0.131,0.851,0.152,103.952,-5.82,3.23e-06,0.133,63106,0,grindcore
0.172,0.927,3,0,0.114,0.835,0.436,122.615,-7.259,4.09e-06,0.118,63173,0,grindcore
0.497,0.839,4,0,0.085,0.000284,0.674,180.056,-6.851,0.05,0.517,261640,0,trip-hop
0.531,0.947,6,1,0.0871,0.0,0.126,105.009,-3.903,0.000102,0.285,172986,0,death-metal
0.291,0.973,10,0,0.183,0.00376,0.205,122.808,-5.093,1.64e-05,0.334,135480,0,grindcore
0.0999,0.899,9,0,0.0599,0.969,0.319,158.671,-2.658,3.61e-06,0.163,305066,0,black-metal
0.376,0.995,0,1,0.14,0.0,0.345,202.721,-4.236,0.000487,0.459,150906,0,power-pop
0.473,0.955,6,1,0.0368,0.583,0.631,129.03,-6.366,0.000471,0.513,270600,0,industrial
0.276,0.976,4,1,0.185,0.589,0.581,130.074,-3.863,4.37e-05,0.137,257733,0,black-metal
0.243,0.968,1,1,0.135,0.952,0.162,100.255,-5.706,0.00966,0.0792,165573,0,black-metal
0.472,0.992,0,1,0.0655,0.331,0.563,85.027,-2.863,4.67e-05,0.616,295040,0,black-metal
0.653,0.487,9,1,0.0341,0.0,0.17,87.963,-12.678,0.723,0.921,124800,0,honky-tonk
0.15,0.991,9,0,0.117,0.169,0.274,103.041,-7.704,2.91e-06,0.0352,262466,0,black-metal
0.591,0.395,1,0,0.026,0.0167,0.121,95.955,-12.134,0.332,0.217,275293,0,power-pop
0.355,0.757,8,1,0.0613,0.866,0.185,124.667,-10.325,3.76e-05,0.589,77120,0,grindcore
0.319,0.936,7,1,0.105,0.062,0.201,157.223,-3.959,6.47e-05,0.351,256053,0,industrial
0.637,0.523,1,1,0.0352,0.00845,0.385,122.379,-16.986,0.000472,0.494,353266,0,industrial
0.258,0.979,9,1,0.126,0.000211,0.0709,97.765,-4.029,9.75e-06,0.141,263120,0,industrial
0.353,0.474,6,1,0.035,0.00298,0.239,175.733,-8.609,0.55,0.645,186813,0,bluegrass
0.295,0.891,7,1,0.0716,8.14e-06,0.0901,145.62,-3.327,0.000265,0.299,253160,0,industrial
0.507,0.82,0,1,0.0556,0.000331,0.132,118.081,-7.263,0.00168,0.494,270960,0,goth
0.212,0.998,2,1,0.13,0.00993,0.262,112.537,-4.392,9.46e-06,0.0392,200493,0,grindcore
0.493,0.915,2,1,0.052,0.79,0.65,104.979,-5.344,2.25e-05,0.129,241920,0,grindcore
0.229,0.932,1,0,0.156,0.914,0.147,118.476,-7.318,1.87e-06,0.216,183293,0,grindcore
0.442,0.988,4,1,0.149,0.000357,0.132,95.253,-4.194,1.56e-05,0.18,43466,0,grindcore
0.397,0.92,7,1,0.0702,1.42e-05,0.192,130.189,-9.214,0.0105,0.372,223760,0,death-metal
0.353,0.403,4,1,0.0385,0.308,0.236,140.744,-10.813,0.401,0.326,425506,0,bluegrass
0.429,0.923,6,0,0.0916,0.789,0.601,94.99,-5.588,0.00014,0.409,242760,0,industrial
0.79,0.221,0,1,0.0475,1.47e-05,0.105,130.925,-11.485,0.935,0.602,176293,0,honky-tonk
0.607,0.283,0,1,0.032,4.43e-05,0.0881,131.348,-12.599,0.686,0.581,159440,0,honky-tonk
0.389,0.411,4,1,0.0317,0.000396,0.151,165.065,-9.231,0.624,0.312,295413,0,comedy
0.343,0.527,5,1,0.0298,0.0,0.104,152.116,-6.548,0.815,0.22,187000,0,opera
0.466,0.634,5,1,0.0822,0.0,0.172,151.682,-14.155,0.109,0.774,150360,0,power-pop
0.454,0.201,6,1,0.0318,2.55e-05,0.211,98.146,-13.473,0.919,0.54,141093,0,honky-tonk
0.351,0.946,2,1,0.0868,0.411,0.147,91.222,-5.305,0.000138,0.674,180693,0,industrial
0.484,0.256,11,1,0.026,0.0,0.107,87.702,-8.986,0.773,0.459,125226,0,honky-tonk
0.566,0.97,5,1,0.0841,0.553,0.289,93.005,-4.129,0.00106,0.56,225706,0,industrial
0.644,0.934,9,0,0.0375,0.0947,0.0958,135.027,-5.209,0.00327,0.652,206445,0,happy
0.578,0.959,11,1,0.0533,0.0001,0.0915,101.458,-3.051,0.00128,0.503,210040,0,industrial
0.361,0.977,9,1,0.183,0.0077,0.47,140.249,-5.125,0.00103,0.0502,161378,0,grindcore
0.633,0.977,1,0,0.0621,5.77e-05,0.649,109.984,-3.03,0.00166,0.39,235986,0,industrial
0.136,0.485,3,1,0.035,0.911,0.123,81.195,-8.6,0.964,0.186,116600,0,opera
0.661,0.531,7,1,0.0351,0.0,0.103,138.988,-8.866,0.731,0.621,174146,0,honky-tonk
0.512,0.986,0,0,0.0657,0.0047,0.0693,108.738,-4.229,3.12e-05,0.181,190040,0,death-metal
0.457,0.711,2,1,0.457,0.0,0.531,124.892,-9.988,0.778,0.35,303693,0,opera
0.501,0.0287,3,0,0.0446,0.893,0.106,73.17,-19.538,0.969,0.0822,372288,0,new-age
0.323,0.339,3,1,0.0304,0.000123,0.326,82.635,-11.011,0.84,0.469,228533,0,honky-tonk
0.53,0.782,1,0,0.0259,0.000187,0.0688,93.106,-6.872,0.0265,0.719,230960,0,piano
0.274,0.93,9,1,0.0774,0.614,0.0699,164.003,-5.136,8.15e-05,0.376,260573,0,black-metal
0.14,0.969,0,1,0.239,0.0337,0.213,169.489,-3.034,4.15e-06,0.145,212253,0,grindcore
0.625,0.272,4,1,0.0399,0.00246,0.152,141.119,-12.295,0.731,0.218,309120,0,comedy
0.369,0.937,1,1,0.278,0.0,0.774,97.18,-6.3,0.0014,0.161,114413,0,grindcore
0.58,0.988,8,1,0.0696,0.000684,0.321,143.066,-5.145,0.00634,0.239,208880,0,happy
0.644,0.34,0,1,0.027,0.0,0.0829,129.997,-6.759,0.491,0.298,226786,0,acoustic
0.421,0.939,5,0,0.053,0.000746,0.29,175.951,-3.896,0.000913,0.669,238106,0,goth
0.341,0.963,1,0,0.103,8.19e-05,0.0989,101.852,-4.02,0.000807,0.538,144993,0,power-pop
0.357,0.993,1,1,0.0769,0.0283,0.0942,100.529,-5.736,4.04e-05,0.297,223240,0,death-metal
0.546,0.926,6,0,0.0469,0.91,0.144,154.979,-4.34,0.519,0.0653,302000,0,happy
0.581,0.519,9,1,0.164,0.193,0.949,123.282,-13.96,0.0932,0.215,389973,0,heavy-metal
0.364,0.859,9,0,0.0442,0.808,0.132,79.95,-3.625,2.73e-05,0.317,288533,0,black-metal
0.484,0.936,6,0,0.0504,0.823,0.291,106.047,-9.4,2.23e-05,0.152,388466,0,industrial
0.444,0.426,7,1,0.0324,0.0,0.368,132.755,-10.28,0.179,0.83,141666,0,honky-tonk
0.283,0.9,9,0,0.0526,0.12,0.0537,137.493,-7.861,0.00138,0.417,298933,0,black-metal
0.568,0.904,0,1,0.0979,0.152,0.122,127.681,-6.901,0.133,0.595,188733,0,trip-hop
0.509,0.724,9,1,0.0356,0.0,0.169,179.991,-7.665,0.309,0.702,213400,0,bluegrass
0.654,0.886,5,0,0.0618,6.06e-06,0.0838,90.269,-5.074,0.0279,0.845,233400,0,trip-hop
0.292,0.958,4,0,0.179,0.292,0.0633,129.899,-6.723,1.18e-05,0.316,41400,0,grindcore
0.516,0.768,7,1,0.0612,0.0217,0.531,132.356,-14.219,0.0373,0.563,281760,0,industrial
0.568,0.981,8,1,0.0952,1.55e-05,0.402,129.862,-3.526,0.00143,0.283,186226,0,grunge
0.53,0.959,7,1,0.0502,0.851,0.359,124.967,-5.257,1.23e-05,0.358,292506,0,black-metal
0.462,0.945,2,1,0.051,0.76,0.128,150.014,-5.746,3.3e-06,0.534,319826,0,industrial
0.409,0.993,3,1,0.112,0.683,0.149,114.983,-1.943,1.31e-05,0.0693,332080,0,black-metal
0.38,0.946,7,1,0.0564,0.0669,0.91,133.169,-4.718,0.0416,0.379,225933,0,goth
0.618,0.497,8,1,0.062,0.922,0.0841,109.371,-10.434,0.203,0.977,120840,0,bluegrass
0.774,0.457,6,0,0.0346,0.192,0.108,100.006,-10.928,0.021,0.389,386760,0,trip-hop
0.545,0.991,0,1,0.0519,0.0202,0.282,146.064,-5.587,0.0216,0.533,337800,0,industrial
0.376,0.554,5,0,0.0313,0.856,0.427,126.672,-11.649,0.317,0.677,176986,0,club
0.579,0.635,10,1,0.0393,1.25e-06,0.15,139.456,-7.385,0.302,0.612,258293,0,rock
0.558,0.941,6,1,0.0659,0.718,0.0692,104.935,-5.91,0.000562,0.273,153306,0,industrial
0.465,0.499,9,1,0.0294,1.11e-05,0.111,115.902,-7.207,0.242,0.135,246653,0,power-pop
0.267,0.966,7,1,0.169,0.207,0.311,87.998,-4.365,0.000173,0.42,286186,0,grindcore
0.252,0.957,1,1,0.0685,0.435,0.0934,102.035,-11.307,1.24e-05,0.129,188173,0,grindcore
0.801,0.556,1,1,0.132,0.725,0.042,102.036,-12.297,0.0149,0.695,292757,0,trip-hop
0.226,0.996,0,0,0.215,0.252,0.181,130.313,-4.147,1.56e-05,0.0643,179320,0,grindcore
0.433,0.995,11,1,0.15,0.000426,0.421,99.979,-4.437,3.8e-05,0.353,170240,0,power-pop
