danceability,energy,key,mode,speechiness,instrumentalness,liveness,tempo,loudness,acousticness,valence,duration_ms,Is_Popular,track_genre
0.315,0.973,4,1,0.103,0.00195,0.441,148.642,-6.158,3.74e-05,0.5,203426,0,power-pop
0.66,0.529,0,1,0.0289,0.0401,0.178,133.64,-9.178,0.543,0.802,143333,0,bluegrass
0.565,0.284,4,1,0.0278,3.47e-06,0.105,136.014,-10.222,0.775,0.241,262786,0,bluegrass
0.375,0.939,0,1,0.0461,0.0,0.229,205.879,-4.071,0.000477,0.743,251417,0,j-dance
0.596,0.803,8,0,0.351,0.0,0.0937,128.643,-2.808,0.145,0.478,156917,0,j-dance
0.447,0.509,0,1,0.0279,0.00136,0.0809,83.916,-7.236,0.894,0.285,218133,0,rockabilly
0.208,0.928,4,0,0.0726,0.0,0.343,198.843,-10.943,0.00215,0.587,220333,0,goth
0.36,0.729,6,1,0.122,0.894,0.077,114.877,-3.251,6.46e-06,0.0764,232744,0,black-metal
0.616,0.884,2,1,0.24,0.656,0.0726,159.982,-5.048,0.105,0.613,294794,0,idm
0.337,0.981,8,1,0.141,0.000717,0.0697,176.995,-3.54,6.68e-05,0.228,229973,0,grunge
0.728,0.882,0,0,0.276,0.0,0.269,111.921,-3.306,0.336,0.658,177857,0,j-dance
0.2,0.973,6,0,0.0784,0.000521,0.331,124.365,-3.391,2.98e-05,0.148,211493,0,black-metal
0.502,0.837,7,1,0.032,3.11e-06,0.183,145.139,-4.582,0.000239,0.705,158346,0,power-pop
0.464,0.966,5,0,0.0828,0.00661,0.0535,92.596,-5.561,3.37e-05,0.453,230213,0,death-metal
0.268,0.99,7,1,0.173,0.449,0.5,82.42,-5.689,0.000356,0.0417,77484,0,grindcore
0.295,0.993,4,1,0.113,0.0523,0.091,108.451,-5.378,2.26e-05,0.189,296866,0,death-metal
0.607,0.283,0,1,0.032,4.43e-05,0.0881,131.348,-12.599,0.686,0.581,159440,0,honky-tonk
0.694,0.561,9,1,0.344,0.0,0.163,180.105,-10.436,0.0461,0.42,194000,0,malay
0.376,0.701,7,1,0.0364,0.0006,0.12,168.903,-7.556,0.0912,0.492,219906,0,power-pop
0.549,0.605,5,0,0.0412,1.1e-06,0.123,112.037,-11.541,0.123,0.357,244200,0,new-age
0.576,0.758,3,0,0.393,0.0,0.113,66.82,-2.53,0.255,0.36,167336,0,j-dance
0.622,0.842,9,0,0.0514,0.556,0.54,109.032,-10.034,0.0895,0.307,348946,0,trip-hop
0.722,0.797,1,0,0.407,0.0,0.0618,93.652,-7.231,0.352,0.942,209372,0,j-dance
0.228,0.954,11,0,0.192,0.135,0.0856,93.682,-4.264,5.74e-06,0.239,154320,0,grindcore
0.533,0.882,4,1,0.0637,0.0,0.183,124.071,-4.445,0.0192,0.655,164829,0,power-pop
0.069,0.721,0,0,0.0708,0.891,0.134,70.306,-6.426,0.000429,0.0351,280600,0,black-metal
0.1,0.925,9,0,0.0818,0.708,0.0485,85.405,-7.157,9.72e-06,0.035,142986,0,black-metal
0.399,0.884,7,1,0.359,0.00383,0.85,174.045,-5.557,0.573,0.231,88510,0,club
0.455,0.979,4,0,0.0939,0.000954,0.0844,130.025,-2.631,4.1e-05,0.204,241750,0,death-metal
0.775,0.942,8,1,0.294,0.0,0.0626,105.047,-0.429,0.0743,0.468,224000,0,j-dance
0.793,0.617,7,1,0.0766,0.00402,0.165,134.909,-4.32,0.0464,0.418,224613,0,dance
0.458,0.897,10,0,0.0674,0.0,0.103,154.834,-5.006,0.005,0.602,204760,0,emo
0.475,0.0924,5,1,0.0311,0.0,0.111,93.834,-10.283,0.819,0.206,230493,0,bluegrass
0.516,0.87,9,1,0.0419,1.08e-06,0.303,169.323,-6.204,0.163,0.807,180800,0,bluegrass
0.55,0.835,2,0,0.0603,5.5e-06,0.0616,129.16,-13.966,0.124,0.498,237493,0,goth
0.622,0.92,10,1,0.0815,2.37e-05,0.36,112.109,-4.745,0.0117,0.49,122160,0,death-metal
0.821,0.429,7,1,0.0347,2.49e-06,0.0513,110.094,-9.391,0.412,0.897,82306,0,children
0.608,0.547,8,1,0.145,0.0,0.0734,179.888,-5.691,0.0889,0.403,197853,0,dance
0.208,0.902,2,0,0.0594,0.00104,0.0558,130.995,-5.759,0.000279,0.136,411786,0,death-metal
0.69,0.513,0,1,0.154,0.0,0.0945,147.07,-9.43,0.154,0.345,212285,0,j-dance
0.244,0.977,9,1,0.109,0.9,0.118,101.945,-5.353,1.53e-06,0.111,120786,0,grindcore
0.58,0.874,2,0,0.0482,1.89e-06,0.237,121.085,-5.163,9.28e-05,0.548,222223,0,heavy-metal
0.127,0.39,2,1,0.0304,1.26e-06,0.119,89.024,-7.361,0.296,0.132,194826,0,opera
0.662,0.772,4,1,0.138,0.0,0.143,91.678,-3.711,0.66,0.655,189079,0,j-dance
0.587,0.319,5,1,0.0298,0.0276,0.176,103.833,-14.687,0.265,0.475,210040,0,honky-tonk
0.299,0.855,9,1,0.152,0.891,0.31,94.53,-6.346,9.57e-06,0.396,199366,0,grindcore
0.699,0.757,11,0,0.396,0.0,0.114,133.34,-4.022,0.0789,0.625,165600,0,j-dance
0.537,0.893,5,0,0.0625,1.27e-06,0.22,115.083,-3.719,0.000215,0.467,187333,0,industrial
0.376,0.995,0,1,0.14,0.0,0.345,202.721,-4.236,0.000487,0.459,150906,0,power-pop
0.489,0.787,1,0,0.0345,0.00154,0.635,127.99,-6.605,6.53e-05,0.371,244373,0,industrial
0.579,0.635,10,1,0.0393,1.25e-06,0.15,139.456,-7.385,0.302,0.612,258293,0,rock
0.51,0.908,2,1,0.0788,0.00406,0.194,136.448,-6.758,0.014,0.838,162611,0,garage
0.512,0.522,0,1,0.0282,0.203,0.119,134.943,-8.077,0.226,0.0734,338520,0,goth
0.535,0.576,4,1,0.0547,0.0,0.163,168.299,-9.795,0.484,0.955,114066,0,honky-tonk
0.286,0.959,11,1,0.0603,0.572,0.196,106.483,-8.936,7.11e-06,0.41,142866,0,grindcore
0.539,0.169,6,1,0.0293,0.00607,0.0996,98.697,-17.49,0.823,0.637,150973,0,honky-tonk
0.241,0.96,5,0,0.112,0.552,0.173,80.543,-5.284,2.9e-05,0.12,234253,0,death-metal
0.561,0.87,6,1,0.0715,0.776,0.0556,115.045,-7.333,1.14e-05,0.296,239320,0,black-metal
0.516,0.576,1,0,0.106,2.88e-06,0.0909,142.315,-8.382,0.134,0.702,175203,0,j-dance
0.444,0.426,7,1,0.0324,0.0,0.368,132.755,-10.28,0.179,0.83,141666,0,honky-tonk
0.43,0.962,10,0,0.153,0.0989,0.51,170.078,-4.63,0.00806,0.316,163346,0,death-metal
0.531,0.197,6,1,0.0269,0.0,0.0876,83.209,-15.302,0.838,0.235,232186,0,honky-tonk
0.218,0.91,5,1,0.102,6.04e-06,0.0964,182.998,-4.083,0.000611,0.258,302666,0,industrial
0.524,0.954,9,1,0.0527,0.0534,0.0363,130.057,-5.657,3.27e-05,0.57,251786,0,heavy-metal
0.533,0.922,9,0,0.105,0.0,0.535,140.036,-4.183,0.227,0.372,285320,0,industrial
0.711,0.378,11,1,0.13,0.0,0.446,82.356,-14.245,0.845,0.539,146866,0,honky-tonk
0.505,0.568,7,1,0.027,0.0,0.163,119.935,-4.344,0.0211,0.21,275157,0,industrial
0.291,0.973,10,0,0.183,0.00376,0.205,122.808,-5.093,1.64e-05,0.334,135480,0,grindcore
0.252,0.95,1,1,0.0718,0.913,0.366,169.037,-6.846,1.44e-06,0.158,212807,0,grindcore
0.199,0.964,2,1,0.21,0.00646,0.0575,76.065,-4.667,0.000754,0.155,431098,0,death-metal
0.665,0.902,4,0,0.0429,0.000684,0.107,116.792,-6.319,0.049,0.517,333860,0,chicago-house
0.206,0.99,7,1,0.125,0.77,0.624,154.825,-3.993,2.96e-06,0.0807,213280,0,grindcore
0.464,0.17,10,1,0.0285,0.0769,0.112,77.005,-14.902,0.893,0.0874,187826,0,opera
0.366,0.209,4,1,0.0297,2.26e-05,0.193,99.082,-15.68,0.866,0.549,162680,0,honky-tonk
0.271,0.563,6,1,0.0386,1.49e-05,0.177,176.713,-8.573,0.577,0.195,204360,0,rockabilly
0.252,0.957,1,1,0.0685,0.435,0.0934,102.035,-11.307,1.24e-05,0.129,188173,0,grindcore
0.724,0.993,10,0,0.0593,0.665,0.357,103.982,-11.822,0.0587,0.165,305066,0,industrial
0.496,0.887,11,0,0.0474,0.00521,0.518,155.99,-6.001,1.27e-05,0.549,164257,0,black-metal
0.461,0.975,8,0,0.0444,0.643,0.104,162.032,-4.471,9.17e-05,0.733,272573,0,industrial
0.226,0.827,8,0,0.0521,0.103,0.106,108.142,-8.358,2.76e-05,0.284,527080,0,black-metal
0.652,0.766,11,1,0.0345,6.34e-06,0.0739,110.011,-6.481,0.000761,0.641,227813,0,punk-rock
0.227,0.991,1,1,0.154,0.00458,0.058,91.042,-4.537,2.3e-05,0.117,109293,0,black-metal
0.509,0.999,7,1,0.149,0.81,0.584,124.995,-2.001,2.31e-05,0.136,230373,0,death-metal
0.265,0.481,10,1,0.0295,0.000357,0.106,184.119,-8.704,0.509,0.418,227240,0,opera
0.34,0.291,9,1,0.0296,0.0,0.216,145.213,-10.67,0.712,0.514,173946,0,honky-tonk
0.568,0.886,4,1,0.0419,0.23,0.206,137.681,-4.355,0.000537,0.218,575226,0,death-metal
0.626,0.726,4,1,0.0704,1.7e-05,0.533,140.444,-6.005,0.163,0.459,186226,0,power-pop
0.418,0.377,6,1,0.0327,0.0,0.0928,137.485,-8.771,0.709,0.193,248493,0,opera
0.485,0.684,2,1,0.0348,0.0,0.128,121.635,-3.151,0.000196,0.374,265933,0,industrial
0.638,0.367,4,1,0.0266,0.0,0.0999,71.957,-7.906,0.84,0.219,217120,0,country
0.406,0.567,5,1,0.036,0.0178,0.24,116.474,-7.24,0.605,0.767,152106,0,honky-tonk
0.405,0.469,0,1,0.0437,0.0,0.383,205.402,-12.32,0.452,0.921,156720,0,honky-tonk
0.735,0.518,2,1,0.0702,0.858,0.111,109.002,-14.334,0.223,0.164,373761,0,chicago-house
0.619,0.615,4,0,0.0391,0.0222,0.055,119.935,-17.641,0.0511,0.545,247840,0,industrial
0.807,0.204,0,0,0.0602,5.45e-05,0.116,89.997,-16.155,0.13,0.782,281480,0,trip-hop
0.355,0.982,6,0,0.0916,0.0528,0.439,85.846,-4.614,1.07e-05,0.352,250346,0,grindcore
0.637,0.729,9,1,0.0326,0.0655,0.129,121.922,-7.588,0.59,0.368,203000,0,bluegrass
0.597,0.588,7,1,0.0344,1.12e-05,0.159,103.37,-13.894,0.746,0.966,134600,0,honky-tonk
0.524,0.987,0,1,0.0638,0.00406,0.262,135.003,-2.426,0.0037,0.441,173373,0,death-metal
0.213,0.907,6,1,0.078,0.807,0.121,159.903,-6.146,2.5e-05,0.091,703425,0,grindcore
0.706,0.782,2,1,0.0278,4.86e-06,0.0813,104.983,-4.353,0.21,0.418,228573,0,dance
0.24,0.761,0,0,0.0579,0.969,0.233,124.318,-10.264,2.62e-06,0.506,49026,0,grindcore
0.811,0.653,7,1,0.0908,0.909,0.191,91.952,-8.526,0.149,0.409,358466,0,breakbeat
0.198,0.983,6,1,0.108,0.000898,0.76,142.749,-5.233,0.0768,0.56,164853,0,power-pop
0.278,0.967,10,0,0.097,0.963,0.333,177.44,-2.299,5.97e-06,0.0561,237000,0,death-metal
0.644,0.34,0,1,0.027,0.0,0.0829,129.997,-6.759,0.491,0.298,226786,0,acoustic
0.643,0.682,7,1,0.0327,2.43e-06,0.21,138.001,-10.123,0.319,0.923,278266,0,trip-hop
0.51,0.863,9,0,0.0533,1.04e-05,0.0622,155.324,-11.168,0.0836,0.72,226600,0,synth-pop
0.653,0.804,7,0,0.0627,0.919,0.0845,148.026,-12.356,3.37e-05,0.632,271751,0,industrial
0.528,0.423,2,1,0.025,0.00215,0.276,84.097,-10.147,0.0717,0.474,224426,0,power-pop
0.34,0.911,0,0,0.0566,0.933,0.0402,192.0,-7.885,1.59e-06,0.207,431400,0,black-metal
0.249,0.954,9,0,0.0434,2.92e-05,0.234,185.472,-3.262,0.000125,0.851,187800,0,psych-rock
0.29,0.966,7,1,0.0906,0.833,0.167,187.175,-3.229,0.0118,0.619,119352,0,power-pop
0.153,0.83,0,1,0.163,0.267,0.0637,82.773,-17.787,0.00161,0.121,483586,0,black-metal
0.243,0.97,2,1,0.134,3.07e-06,0.314,126.654,-3.483,9e-05,0.255,205684,0,metalcore
0.121,0.99,2,1,0.108,0.00358,0.112,180.059,-4.584,5.74e-05,0.405,469653,0,black-metal
0.455,0.887,9,0,0.0342,0.554,0.116,136.103,-6.57,3.08e-06,0.439,287466,0,black-metal
0.228,0.88,2,1,0.052,0.0,0.516,138.854,-3.844,0.000447,0.197,244080,0,goth
0.309,0.434,11,0,0.0356,0.00155,0.317,91.026,-11.351,0.474,0.462,379133,0,opera
0.595,0.921,0,1,0.0987,0.0,0.812,102.35,-7.329,0.179,0.937,208840,0,disco
0.378,0.372,2,1,0.033,1.03e-06,0.382,183.643,-11.719,0.929,0.561,112200,0,honky-tonk
0.199,0.942,5,1,0.0804,0.236,0.288,151.757,-5.304,1.36e-05,0.152,414866,0,black-metal
0.641,0.696,7,1,0.0281,2.47e-06,0.0852,112.069,-7.108,0.468,0.458,272826,0,synth-pop
0.708,0.8,9,0,0.448,0.0,0.2,111.29,-3.641,0.155,0.577,169893,0,j-dance
0.748,0.31,8,1,0.0448,0.0,0.136,129.924,-8.917,0.488,0.499,148333,0,jazz
0.381,0.981,4,0,0.175,0.0,0.337,152.886,-2.458,0.000851,0.463,217120,0,death-metal
0.297,0.902,10,0,0.0797,0.863,0.151,108.129,-4.846,2.86e-06,0.291,92319,0,grindcore
0.615,0.998,10,0,0.22,0.0,0.367,134.048,-2.075,0.00221,0.44,247773,0,industrial
0.77,0.911,2,0,0.0919,1.22e-05,0.187,105.946,-4.605,0.351,0.573,176626,0,breakbeat
0.618,0.761,6,1,0.0872,0.374,0.0812,150.051,-4.882,0.0961,0.167,317666,0,hardstyle
0.546,0.969,11,0,0.0512,5.11e-05,0.142,114.984,-5.05,0.00196,0.46,268426,0,industrial
0.673,0.799,7,1,0.287,1.8e-06,0.0987,130.169,-6.584,0.0387,0.936,199392,0,j-dance
0.299,0.842,6,0,0.111,0.691,0.0742,111.323,-8.981,1.16e-05,0.469,335306,0,death-metal
0.536,0.79,11,0,0.0631,0.14,0.107,101.985,-7.613,0.00183,0.467,231580,0,synth-pop
0.404,0.882,10,1,0.0688,2.91e-06,0.91,124.891,-5.726,0.00123,0.295,303423,0,goth
0.885,0.571,0,1,0.0796,0.00016,0.0458,147.966,-6.717,0.0698,0.963,109230,0,comedy
0.584,0.928,6,1,0.24,8.24e-06,0.306,91.69,-5.555,0.00199,0.947,105226,0,industrial
0.42,0.935,0,1,0.169,0.00316,0.285,187.821,-5.686,0.0111,0.481,83613,0,power-pop
0.598,0.971,9,0,0.0374,0.896,0.321,116.035,-4.895,7.21e-06,0.664,323226,0,industrial
0.492,0.818,1,1,0.332,0.0,0.125,132.824,-6.253,0.441,0.691,166373,0,j-dance
0.333,0.902,11,1,0.0459,0.000792,0.143,154.889,-4.831,7.3e-05,0.782,81199,0,garage
0.239,0.966,1,1,0.149,0.895,0.346,104.888,-6.104,0.000931,0.366,324106,0,grindcore
0.293,0.441,7,1,0.0384,0.184,0.092,82.474,-9.799,0.348,0.282,314533,0,synth-pop
0.277,0.99,11,1,0.405,0.485,0.282,172.366,-4.318,0.000795,0.332,223226,0,industrial
0.349,0.874,2,1,0.0457,0.82,0.0867,122.953,-6.27,2.24e-05,0.56,101453,0,grindcore
0.234,0.984,11,0,0.0809,0.233,0.381,136.523,-1.456,4.59e-05,0.135,286853,0,black-metal
0.353,0.474,6,1,0.035,0.00298,0.239,175.733,-8.609,0.55,0.645,186813,0,bluegrass
0.505,0.525,11,0,0.0369,1.09e-05,0.135,179.874,-8.732,0.623,0.745,287506,0,bluegrass
0.165,0.997,9,0,0.236,0.857,0.222,95.92,-1.8,0.00222,0.0383,136466,0,grindcore
0.449,0.259,9,1,0.0259,0.0,0.206,90.201,-9.172,0.804,0.506,154120,0,honky-tonk
0.59,0.992,0,1,0.0809,0.46,0.495,96.429,-3.334,0.000137,0.211,223133,0,power-pop
0.172,0.955,2,1,0.0969,0.734,0.296,170.256,-7.113,2.62e-06,0.237,297611,0,death-metal
0.451,0.988,9,1,0.157,0.514,0.19,106.261,-5.03,0.000108,0.308,153960,0,power-pop
0.779,0.858,1,1,0.315,0.0,0.0409,101.685,-5.163,0.0175,0.876,172872,0,j-dance
0.26,0.968,8,1,0.197,0.531,0.0801,136.935,-4.962,5.26e-06,0.179,79000,0,grindcore
0.534,0.983,0,0,0.058,0.0295,0.487,140.545,-9.253,0.00775,0.195,157666,0,happy
0.668,0.62,7,1,0.186,0.004,0.0804,80.016,-7.878,0.0846,0.395,382306,0,trip-hop
0.151,0.409,5,1,0.0317,0.000118,0.155,78.797,-6.936,0.786,0.176,199960,0,opera
0.65,0.736,0,1,0.0378,0.0,0.0998,129.941,-5.222,0.122,0.595,123400,0,country
0.258,0.979,9,1,0.126,0.000211,0.0709,97.765,-4.029,9.75e-06,0.141,263120,0,industrial
0.199,0.977,9,1,0.0714,0.0,0.388,187.537,-4.057,0.0022,0.368,67480,0,power-pop
0.65,0.943,1,1,0.0862,0.714,0.0578,174.003,-5.265,2.5e-05,0.649,319476,0,drum-and-bass
0.663,0.796,11,1,0.0384,7.54e-05,0.112,123.951,-5.922,0.038,0.758,248066,0,power-pop
0.581,0.427,4,1,0.0325,0.000809,0.0809,85.724,-10.369,0.734,0.797,170800,0,honky-tonk
0.625,0.272,4,1,0.0399,0.00246,0.152,141.119,-12.295,0.731,0.218,309120,0,comedy
0.262,0.99,0,0,0.119,0.941,0.0561,124.247,-7.053,4.03e-05,0.213,191706,0,death-metal
0.54,0.723,11,0,0.0356,0.00183,0.151,112.079,-6.676,0.0902,0.306,233293,0,synth-pop
0.618,0.295,9,0,0.031,6.26e-06,0.138,126.026,-8.871,0.861,0.129,115826,0,club
0.586,0.631,5,1,0.0265,0.192,0.0795,139.99,-9.646,0.0146,0.492,467186,0,industrial
0.341,0.893,11,1,0.102,1.72e-05,0.0671,103.782,-4.896,0.00136,0.463,267613,0,industrial
0.665,0.711,11,0,0.0285,0.0313,0.0964,97.816,-9.42,0.00237,0.81,223666,0,goth
0.255,0.879,7,1,0.131,0.862,0.162,115.033,-8.779,8.82e-06,0.363,237213,0,death-metal
0.29,0.0372,8,1,0.0415,0.918,0.23,82.141,-17.504,0.943,0.197,106559,0,idm
0.513,0.37,8,1,0.032,0.0124,0.0991,131.072,-17.108,0.0131,0.509,305000,0,goth
0.622,0.816,6,0,0.0483,0.578,0.0991,136.007,-11.095,0.00959,0.427,398152,0,trip-hop
0.243,0.968,1,1,0.135,0.952,0.162,100.255,-5.706,0.00966,0.0792,165573,0,black-metal
0.656,0.762,8,1,0.0335,0.339,0.169,106.154,-5.144,0.00138,0.811,177733,0,rockabilly
0.202,0.977,1,1,0.0809,0.837,0.322,110.434,-4.243,1.55e-06,0.378,181480,0,grindcore
0.399,0.439,11,1,0.0285,0.000254,0.13,132.753,-9.153,0.494,0.125,227000,0,new-age
0.302,0.934,9,1,0.076,0.0273,0.15,154.148,-6.267,0.00435,0.537,195986,0,power-pop
0.855,0.954,0,0,0.264,0.0,0.205,114.635,-1.19,0.529,0.668,248133,1,hip-hop
0.949,0.661,5,0,0.0572,0.0,0.0454,104.504,-4.244,0.0302,0.76,284200,1,hip-hop
0.39,0.397,0,0,0.0513,0.0,0.207,144.031,-9.963,0.287,0.246,354947,1,rock
0.908,0.669,7,1,0.0738,0.0,0.237,112.238,-2.827,0.00286,0.662,290320,1,hip-hop
0.273,0.952,11,1,0.0843,0.0111,0.142,100.271,-8.762,0.0169,0.472,405640,1,hard-rock
0.743,0.446,4,0,0.0683,0.118,0.337,123.596,-7.807,0.0039,0.278,232106,1,alt-rock
0.451,0.931,9,1,0.0719,0.0049,0.361,122.961,-3.871,0.00076,0.172,302840,1,alt-rock
0.763,0.803,1,1,0.0351,0.285,0.348,103.04,-3.713,0.0709,0.561,229640,1,alt-rock
0.702,0.773,10,0,0.0343,0.00871,0.147,103.564,-9.256,0.0288,0.953,285373,1,disco
0.481,0.262,7,1,0.0414,0.0114,0.832,122.861,-15.73,0.735,0.375,334743,1,psych-rock
0.447,0.848,2,1,0.222,7.46e-05,0.65,172.253,-6.175,0.033,0.485,205200,1,indie-pop
0.706,0.751,9,1,0.0708,0.0,0.168,91.031,-6.323,0.173,0.195,182306,1,dance
0.64,0.864,7,1,0.0314,0.0,0.123,102.026,-6.576,0.00832,0.701,268360,1,grunge
0.559,0.345,4,1,0.0459,0.000105,0.141,84.581,-13.496,0.0576,0.458,264306,1,alt-rock
0.414,0.428,0,1,0.0278,0.000243,0.148,145.075,-11.097,0.382,0.282,377093,1,piano
0.513,0.442,4,1,0.0343,0.000838,0.0878,81.201,-13.529,0.00731,0.243,229226,1,alt-rock
0.762,0.508,3,1,0.0919,0.00126,0.16,93.51,-9.112,0.0584,0.37,302346,1,soul
0.634,0.526,5,0,0.0333,0.0,0.257,90.087,-7.881,0.339,0.623,235800,1,dance
0.897,0.611,11,1,0.211,0.186,0.0894,102.304,-10.489,0.0291,0.769,208266,1,hardcore
0.855,0.587,8,1,0.0336,0.00714,0.105,111.97,-4.589,0.0505,0.64,177466,1,soul
0.818,0.705,6,1,0.177,0.00233,0.613,138.559,-6.679,0.00836,0.772,222640,1,alternative
0.747,0.52,10,0,0.0357,0.0537,0.142,92.869,-10.523,0.0977,0.601,232773,1,funk
0.735,0.824,10,0,0.036,0.0,0.158,100.202,-4.143,0.615,0.726,211666,1,dancehall
0.556,0.864,3,0,0.0584,0.0,0.209,105.143,-5.87,0.00958,0.4,216880,1,alternative
0.356,0.917,9,1,0.0479,0.0,0.406,171.176,-6.006,0.0335,0.518,357266,1,alt-rock
0.556,0.319,9,1,0.0281,0.0,0.0996,135.187,-8.251,0.893,0.294,285240,1,british
0.502,0.912,1,1,0.0564,0.000173,0.106,116.761,-4.556,2.55e-05,0.72,301920,1,alt-rock
0.721,0.339,0,1,0.0532,0.00153,0.0973,129.83,-11.195,0.409,0.2,200746,1,soul
0.689,0.739,2,1,0.026,0.509,0.064,120.423,-5.81,1.51e-05,0.578,233866,1,alternative
0.469,0.538,8,1,0.0571,0.00012,0.37,196.605,-13.559,0.305,0.886,176333,1,soul
0.458,0.795,0,1,0.0574,0.000202,0.0756,123.229,-3.265,0.00316,0.513,255373,1,alt-rock
0.512,0.662,3,1,0.0439,0.0,0.118,180.114,-6.797,0.0275,0.472,228346,1,indie-pop
0.951,0.6,0,0,0.0685,0.0,0.0712,125.04,-4.675,0.106,0.822,218573,1,dance
0.556,0.913,0,1,0.0437,8.59e-06,0.346,96.184,-2.36,0.0193,0.73,282160,1,alt-rock
0.467,0.324,2,1,0.0255,0.0248,0.118,94.301,-10.451,0.615,0.166,320266,1,alt-rock
0.826,0.49,9,1,0.0676,4.41e-06,0.0415,74.126,-10.477,0.00916,0.627,180266,1,reggae
0.691,0.795,1,0,0.0355,1.02e-06,0.156,133.971,-4.021,0.000812,0.876,227333,1,dance
0.776,0.559,6,0,0.103,0.0,0.0671,122.242,-8.375,0.11,0.758,232200,1,reggae
0.656,0.932,4,0,0.0708,0.00147,0.144,130.936,-3.405,0.00347,0.544,201960,1,grunge
0.73,0.769,8,1,0.0298,0.0,0.0473,104.948,-5.114,0.138,0.507,228093,1,british
0.432,0.884,8,1,0.13,0.000527,0.166,108.948,-6.659,0.0127,0.624,166706,1,funk
0.507,0.729,11,0,0.0393,1.4e-06,0.0658,105.013,-5.399,0.0182,0.272,243960,1,french
0.872,0.872,1,1,0.139,0.00112,0.0543,116.948,-6.328,0.0476,0.809,223080,1,latin
0.783,0.58,7,1,0.0408,2.28e-06,0.108,120.021,-6.548,0.0114,0.66,193400,1,electro
0.603,0.67,2,0,0.0249,1.68e-06,0.112,107.993,-3.882,0.00408,0.446,242973,1,british
0.256,0.641,1,1,0.0552,0.0329,0.0853,203.006,-10.283,0.199,0.382,281160,1,alt-rock
0.496,0.682,8,1,0.0294,2.94e-05,0.0589,167.06,-4.095,0.00552,0.474,262333,1,punk
0.36,0.501,7,1,0.0258,9.32e-05,0.172,74.807,-9.129,0.0638,0.324,264066,1,alt-rock
0.554,0.932,5,0,0.0485,0.000142,0.425,112.49,-3.424,0.00154,0.478,242280,1,hardcore
0.489,0.649,9,1,0.0336,0.713,0.101,158.009,-5.11,0.000603,0.77,219826,1,alt-rock
0.639,0.912,1,1,0.0615,0.0,0.097,143.448,-2.621,0.00107,0.343,227520,1,indie-pop
0.64,0.743,10,1,0.0379,0.0,0.101,122.035,-4.08,0.269,0.361,262533,1,piano
0.699,0.812,0,1,0.0377,0.000763,0.105,138.185,-6.005,0.0164,0.662,276693,1,alt-rock
0.524,0.939,9,1,0.113,0.0,0.623,150.184,-3.994,0.00022,0.661,184866,1,alternative
0.42,0.33,9,1,0.0275,0.000679,0.0677,157.143,-13.925,0.245,0.175,295600,1,alt-rock
0.317,0.172,10,1,0.0326,0.000383,0.105,65.18,-10.636,0.907,0.0963,212040,1,soul
0.697,0.395,6,1,0.0281,0.653,0.173,113.589,-13.58,0.428,0.876,151893,1,alt-rock
0.419,0.383,4,1,0.0256,0.0176,0.0896,87.568,-11.782,0.0724,0.35,257480,1,alt-rock
0.722,0.851,7,0,0.0639,0.0,0.108,126.885,-3.873,0.0319,0.452,197935,1,rock
0.715,0.833,2,1,0.108,0.0,0.164,95.487,-5.379,0.00631,0.612,213093,1,british
0.534,0.803,10,1,0.0743,6.07e-05,0.307,167.983,-9.129,0.741,0.969,161560,1,blues
0.255,0.393,5,1,0.0278,0.00361,0.113,76.426,-10.654,0.0577,0.118,229120,1,alt-rock
0.585,0.972,9,0,0.0534,0.0,0.0707,110.006,-4.45,0.0143,0.585,230253,1,alternative
0.726,0.787,4,1,0.0737,0.0,0.0596,124.99,-2.494,0.009,0.888,199986,1,pop
0.65,0.306,9,1,0.0393,7.07e-06,0.0707,118.068,-9.443,0.57,0.605,180055,1,r-n-b
0.492,0.969,9,1,0.0491,1.32e-06,0.0787,95.136,-4.419,0.0014,0.538,157333,1,alternative
0.58,0.702,4,1,0.0337,3.2e-06,0.536,105.076,-5.565,0.0466,0.299,208960,1,alternative
0.38,0.988,1,1,0.0639,7.86e-05,0.368,186.113,-2.042,2.64e-05,0.769,176346,1,punk
0.595,0.717,0,1,0.0295,0.00274,0.108,88.969,-4.803,0.0779,0.547,215906,1,alt-rock
0.413,0.881,11,0,0.0367,0.000308,0.0805,158.066,-5.541,5.99e-05,0.364,250546,1,alt-rock
0.496,0.863,9,1,0.0381,0.0,0.639,110.018,-4.153,0.0046,0.243,185586,1,alternative
0.377,0.681,7,1,0.0298,0.0023,0.0504,108.789,-8.039,0.00088,0.285,285133,1,country
0.288,0.758,6,0,0.0371,0.0,0.303,97.094,-5.692,0.00616,0.619,201726,1,garage
0.532,0.767,7,1,0.0574,0.000513,0.39,127.361,-5.509,0.00287,0.755,210173,1,hard-rock
0.554,0.783,6,1,0.0457,1.54e-06,0.631,105.39,-5.852,0.416,0.813,162466,1,country
0.249,0.834,0,1,0.0577,9.48e-05,0.0924,118.223,-8.21,0.0738,0.338,547106,1,blues
0.676,0.703,8,0,0.0302,0.000687,0.0463,92.761,-5.815,0.0869,0.852,200173,1,alternative
0.557,0.8,10,1,0.0601,0.0012,0.0906,135.47,-8.477,0.00132,0.582,245373,1,alt-rock
0.277,0.663,4,0,0.0377,0.00051,0.136,104.561,-8.821,0.000409,0.527,237026,1,alt-rock
